,story,story_uid,sound_id,kind,start,sound,onset,duration,orig_time,phoneme,sequence_id,condition,word_index,speech_rate,voice,pronounced,word,intercept,voiced,is_word,wordfreq,task,session
33,lw1,0.0,0.0,phoneme,2.85,stimuli/audio/lw1_0.wav,26.356,0.0499999999999998,2000-01-01 00:00:00+00:00,g_B,0.0,sentence,9.0,205.0,Allison,1.0,,1.0,True,False,,0,0
34,lw1,0.0,0.0,phoneme,2.9,stimuli/audio/lw1_0.wav,26.406,0.06,2000-01-01 00:00:00+00:00,l_I,0.0,sentence,9.0,205.0,Allison,1.0,,1.0,True,True,2.97,0,0
35,lw1,0.0,0.0,phoneme,2.96,stimuli/audio/lw1_0.wav,26.466,0.0699999999999998,2000-01-01 00:00:00+00:00,iy_I,0.0,sentence,9.0,205.0,Allison,1.0,,1.0,True,False,,0,0
36,lw1,0.0,0.0,phoneme,3.03,stimuli/audio/lw1_0.wav,26.536,0.06,2000-01-01 00:00:00+00:00,m_E,0.0,sentence,9.0,205.0,Allison,1.0,,1.0,True,False,,0,0
37,lw1,0.0,0.0,phoneme,3.1,stimuli/audio/lw1_0.wav,26.606,0.06,2000-01-01 00:00:00+00:00,f_B,0.0,sentence,10.0,205.0,Allison,1.0,,1.0,False,False,,0,0
38,lw1,0.0,0.0,phoneme,3.16,stimuli/audio/lw1_0.wav,26.666,0.0499999999999998,2000-01-01 00:00:00+00:00,er_I,0.0,sentence,10.0,205.0,Allison,1.0,,1.0,True,True,6.63,0,0
39,lw1,0.0,0.0,phoneme,3.21,stimuli/audio/lw1_0.wav,26.716,0.0699999999999998,2000-01-01 00:00:00+00:00,m_E,0.0,sentence,10.0,205.0,Allison,1.0,,1.0,True,False,,0,0
40,lw1,0.0,0.0,phoneme,3.28,stimuli/audio/lw1_0.wav,26.786,0.0300000000000002,2000-01-01 00:00:00+00:00,dh_B,0.0,sentence,11.0,205.0,Allison,1.0,,1.0,True,False,,0,0
41,lw1,0.0,0.0,phoneme,3.31,stimuli/audio/lw1_0.wav,26.816,0.04,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,11.0,205.0,Allison,1.0,,1.0,True,True,7.73,0,0
42,lw1,0.0,0.0,phoneme,3.35,stimuli/audio/lw1_0.wav,26.856,0.06,2000-01-01 00:00:00+00:00,s_B,0.0,sentence,12.0,205.0,Allison,1.0,,1.0,False,False,,0,0
43,lw1,0.0,0.0,phoneme,3.41,stimuli/audio/lw1_0.wav,26.916,0.0699999999999998,2000-01-01 00:00:00+00:00,k_I,0.0,sentence,12.0,205.0,Allison,1.0,,1.0,False,True,3.97,0,0
44,lw1,0.0,0.0,phoneme,3.48,stimuli/audio/lw1_0.wav,26.986,0.08,2000-01-01 00:00:00+00:00,aw_I,0.0,sentence,12.0,205.0,Allison,1.0,,1.0,True,False,,0,0
45,lw1,0.0,0.0,phoneme,3.56,stimuli/audio/lw1_0.wav,27.066,0.08,2000-01-01 00:00:00+00:00,t_E,0.0,sentence,12.0,205.0,Allison,1.0,,1.0,False,False,,0,0
46,lw1,0.0,0.0,phoneme,3.64,stimuli/audio/lw1_0.wav,27.146,0.08,2000-01-01 00:00:00+00:00,k_B,0.0,sentence,13.0,205.0,Allison,1.0,,1.0,False,False,,0,0
47,lw1,0.0,0.0,phoneme,3.72,stimuli/audio/lw1_0.wav,27.226,0.0599999999999996,2000-01-01 00:00:00+00:00,r_I,0.0,sentence,13.0,205.0,Allison,1.0,,1.0,True,True,4.3,0,0
48,lw1,0.0,0.0,phoneme,3.78,stimuli/audio/lw1_0.wav,27.286,0.0700000000000002,2000-01-01 00:00:00+00:00,ae_I,0.0,sentence,13.0,205.0,Allison,1.0,,1.0,True,False,,0,0
49,lw1,0.0,0.0,phoneme,3.85,stimuli/audio/lw1_0.wav,27.356,0.0699999999999998,2000-01-01 00:00:00+00:00,f_I,0.0,sentence,13.0,205.0,Allison,1.0,,1.0,False,False,,0,0
50,lw1,0.0,0.0,phoneme,3.92,stimuli/audio/lw1_0.wav,27.426,0.0100000000000002,2000-01-01 00:00:00+00:00,t_E,0.0,sentence,13.0,205.0,Allison,1.0,,1.0,False,False,,0,0
51,lw1,0.0,0.0,phoneme,3.94,stimuli/audio/lw1_0.wav,27.446,0.0699999999999998,2000-01-01 00:00:00+00:00,t_B,0.0,sentence,14.0,205.0,Allison,1.0,,1.0,False,False,,0,0
52,lw1,0.0,0.0,phoneme,4.01,stimuli/audio/lw1_0.wav,27.516,0.08,2000-01-01 00:00:00+00:00,uw_E,0.0,sentence,14.0,205.0,Allison,1.0,,1.0,True,True,7.43,0,0
53,lw1,0.0,0.0,phoneme,4.09,stimuli/audio/lw1_0.wav,27.596,0.0700000000000002,2000-01-01 00:00:00+00:00,ah_B,0.0,sentence,15.0,205.0,Allison,1.0,,1.0,True,False,,0,0
54,lw1,0.0,0.0,phoneme,4.16,stimuli/audio/lw1_0.wav,27.666,0.0599999999999996,2000-01-01 00:00:00+00:00,p_I,0.0,sentence,15.0,205.0,Allison,1.0,,1.0,False,True,4.85,0,0
55,lw1,0.0,0.0,phoneme,4.22,stimuli/audio/lw1_0.wav,27.726,0.1000000000000005,2000-01-01 00:00:00+00:00,ih_I,0.0,sentence,15.0,205.0,Allison,1.0,,1.0,True,False,,0,0
56,lw1,0.0,0.0,phoneme,4.32,stimuli/audio/lw1_0.wav,27.826,0.0499999999999998,2000-01-01 00:00:00+00:00,r_E,0.0,sentence,15.0,205.0,Allison,1.0,,1.0,True,False,,0,0
57,lw1,0.0,0.0,phoneme,4.37,stimuli/audio/lw1_0.wav,27.876,0.0499999999999998,2000-01-01 00:00:00+00:00,ih_B,0.0,sentence,16.0,205.0,Allison,1.0,,1.0,True,False,,0,0
58,lw1,0.0,0.0,phoneme,4.42,stimuli/audio/lw1_0.wav,27.926,0.0300000000000002,2000-01-01 00:00:00+00:00,n_E,0.0,sentence,16.0,205.0,Allison,1.0,,1.0,True,True,7.27,0,0
59,lw1,0.0,0.0,phoneme,4.45,stimuli/audio/lw1_0.wav,27.956,0.0499999999999998,2000-01-01 00:00:00+00:00,dh_B,0.0,sentence,17.0,205.0,Allison,1.0,,1.0,True,False,,0,0
60,lw1,0.0,0.0,phoneme,4.5,stimuli/audio/lw1_0.wav,28.006,0.04,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,17.0,205.0,Allison,1.0,,1.0,True,True,7.73,0,0
61,lw1,0.0,0.0,phoneme,4.54,stimuli/audio/lw1_0.wav,28.046,0.0700000000000002,2000-01-01 00:00:00+00:00,d_B,0.0,sentence,18.0,205.0,Allison,1.0,,1.0,True,False,,0,0
62,lw1,0.0,0.0,phoneme,4.61,stimuli/audio/lw1_0.wav,28.116,0.0699999999999994,2000-01-01 00:00:00+00:00,aa_I,0.0,sentence,18.0,205.0,Allison,1.0,,1.0,True,True,4.3,0,0
63,lw1,0.0,0.0,phoneme,4.68,stimuli/audio/lw1_0.wav,28.186,0.0500000000000007,2000-01-01 00:00:00+00:00,r_I,0.0,sentence,18.0,205.0,Allison,1.0,,1.0,True,False,,0,0
64,lw1,0.0,0.0,phoneme,4.73,stimuli/audio/lw1_0.wav,28.236,0.0699999999999994,2000-01-01 00:00:00+00:00,k_I,0.0,sentence,18.0,205.0,Allison,1.0,,1.0,False,False,,0,0
65,lw1,0.0,0.0,phoneme,4.8,stimuli/audio/lw1_0.wav,28.306,0.0300000000000002,2000-01-01 00:00:00+00:00,n_I,0.0,sentence,18.0,205.0,Allison,1.0,,1.0,True,False,,0,0
66,lw1,0.0,0.0,phoneme,4.83,stimuli/audio/lw1_0.wav,28.336,0.0700000000000002,2000-01-01 00:00:00+00:00,ah_I,0.0,sentence,18.0,205.0,Allison,1.0,,1.0,True,False,,0,0
67,lw1,0.0,0.0,phoneme,4.9,stimuli/audio/lw1_0.wav,28.406,0.0599999999999996,2000-01-01 00:00:00+00:00,s_E,0.0,sentence,18.0,205.0,Allison,1.0,,1.0,False,False,,0,0
68,lw1,0.0,0.0,phoneme,4.96,stimuli/audio/lw1_0.wav,28.466,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_B,0.0,sentence,19.0,205.0,Allison,1.0,,1.0,True,False,,0,0
69,lw1,0.0,0.0,phoneme,5.01,stimuli/audio/lw1_0.wav,28.516,0.0899999999999998,2000-01-01 00:00:00+00:00,v_E,0.0,sentence,19.0,205.0,Allison,1.0,,1.0,True,True,7.4,0,0
70,lw1,0.0,0.0,phoneme,5.1,stimuli/audio/lw1_0.wav,28.606,0.0100000000000006,2000-01-01 00:00:00+00:00,dh_B,0.0,sentence,20.0,205.0,Allison,1.0,,1.0,True,False,,0,0
71,lw1,0.0,0.0,phoneme,5.11,stimuli/audio/lw1_0.wav,28.616,0.08,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,20.0,205.0,Allison,1.0,,1.0,True,True,7.73,0,0
72,lw1,0.0,0.0,phoneme,6.25,stimuli/audio/lw1_0.wav,29.756,0.0899999999999998,2000-01-01 00:00:00+00:00,dh_B,1.0,sentence,0.0,205.0,Allison,1.0,,1.0,True,False,,0,0
73,lw1,0.0,0.0,phoneme,6.34,stimuli/audio/lw1_0.wav,29.846,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_E,1.0,sentence,0.0,205.0,Allison,1.0,,1.0,True,True,7.73,0,0
74,lw1,0.0,0.0,phoneme,6.39,stimuli/audio/lw1_0.wav,29.896,0.1000000000000005,2000-01-01 00:00:00+00:00,jh_B,1.0,sentence,1.0,205.0,Allison,1.0,,1.0,True,False,,0,0
75,lw1,0.0,0.0,phoneme,6.49,stimuli/audio/lw1_0.wav,29.996,0.0699999999999994,2000-01-01 00:00:00+00:00,eh_I,1.0,sentence,1.0,205.0,Allison,1.0,,1.0,True,True,4.17,0,0
76,lw1,0.0,0.0,phoneme,6.56,stimuli/audio/lw1_0.wav,30.066,0.0500000000000007,2000-01-01 00:00:00+00:00,n_I,1.0,sentence,1.0,205.0,Allison,1.0,,1.0,True,False,,0,0
77,lw1,0.0,0.0,phoneme,6.61,stimuli/audio/lw1_0.wav,30.116,0.0699999999999994,2000-01-01 00:00:00+00:00,t_I,1.0,sentence,1.0,205.0,Allison,1.0,,1.0,False,False,,0,0
78,lw1,0.0,0.0,phoneme,6.68,stimuli/audio/lw1_0.wav,30.186,0.0100000000000006,2000-01-01 00:00:00+00:00,ah_I,1.0,sentence,1.0,205.0,Allison,1.0,,1.0,True,False,,0,0
79,lw1,0.0,0.0,phoneme,6.69,stimuli/audio/lw1_0.wav,30.196,0.0899999999999998,2000-01-01 00:00:00+00:00,l_E,1.0,sentence,1.0,205.0,Allison,1.0,,1.0,True,False,,0,0
80,lw1,0.0,0.0,phoneme,6.78,stimuli/audio/lw1_0.wav,30.286,0.08,2000-01-01 00:00:00+00:00,k_B,1.0,sentence,2.0,205.0,Allison,1.0,,1.0,False,False,,0,0
81,lw1,0.0,0.0,phoneme,6.86,stimuli/audio/lw1_0.wav,30.366,0.08,2000-01-01 00:00:00+00:00,aa_I,1.0,sentence,2.0,205.0,Allison,1.0,,1.0,True,True,4.54,0,0
82,lw1,0.0,0.0,phoneme,6.94,stimuli/audio/lw1_0.wav,30.446,0.0599999999999996,2000-01-01 00:00:00+00:00,n_I,1.0,sentence,2.0,205.0,Allison,1.0,,1.0,True,False,,0,0
83,lw1,0.0,0.0,phoneme,7.0,stimuli/audio/lw1_0.wav,30.506,0.0499999999999998,2000-01-01 00:00:00+00:00,s_I,1.0,sentence,2.0,205.0,Allison,1.0,,1.0,False,False,,0,0
84,lw1,0.0,0.0,phoneme,7.05,stimuli/audio/lw1_0.wav,30.556,0.04,2000-01-01 00:00:00+00:00,t_I,1.0,sentence,2.0,205.0,Allison,1.0,,1.0,False,False,,0,0
85,lw1,0.0,0.0,phoneme,7.09,stimuli/audio/lw1_0.wav,30.596,0.04,2000-01-01 00:00:00+00:00,ah_I,1.0,sentence,2.0,205.0,Allison,1.0,,1.0,True,False,,0,0
86,lw1,0.0,0.0,phoneme,7.13,stimuli/audio/lw1_0.wav,30.636,0.0300000000000002,2000-01-01 00:00:00+00:00,n_I,1.0,sentence,2.0,205.0,Allison,1.0,,1.0,True,False,,0,0
87,lw1,0.0,0.0,phoneme,7.16,stimuli/audio/lw1_0.wav,30.666,0.04,2000-01-01 00:00:00+00:00,t_E,1.0,sentence,2.0,205.0,Allison,1.0,,1.0,False,False,,0,0
88,lw1,0.0,0.0,phoneme,7.2,stimuli/audio/lw1_0.wav,30.706,0.0199999999999995,2000-01-01 00:00:00+00:00,b_B,1.0,sentence,3.0,205.0,Allison,1.0,,1.0,True,False,,0,0
89,lw1,0.0,0.0,phoneme,7.22,stimuli/audio/lw1_0.wav,30.726,0.0600000000000005,2000-01-01 00:00:00+00:00,r_I,1.0,sentence,3.0,205.0,Allison,1.0,,1.0,True,True,3.86,0,0
90,lw1,0.0,0.0,phoneme,7.28,stimuli/audio/lw1_0.wav,30.786,0.0599999999999996,2000-01-01 00:00:00+00:00,iy_I,1.0,sentence,3.0,205.0,Allison,1.0,,1.0,True,False,,0,0
91,lw1,0.0,0.0,phoneme,7.34,stimuli/audio/lw1_0.wav,30.846,0.0700000000000002,2000-01-01 00:00:00+00:00,z_E,1.0,sentence,3.0,205.0,Allison,1.0,,1.0,True,False,,0,0
92,lw1,0.0,0.0,phoneme,7.41,stimuli/audio/lw1_0.wav,30.916,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_B,1.0,sentence,4.0,205.0,Allison,1.0,,1.0,True,False,,0,0
93,lw1,0.0,0.0,phoneme,7.46,stimuli/audio/lw1_0.wav,30.966,0.0700000000000002,2000-01-01 00:00:00+00:00,v_E,1.0,sentence,4.0,205.0,Allison,1.0,,1.0,True,True,7.4,0,0
94,lw1,0.0,0.0,phoneme,7.53,stimuli/audio/lw1_0.wav,31.036,0.04,2000-01-01 00:00:00+00:00,r_B,1.0,sentence,5.0,205.0,Allison,1.0,,1.0,True,False,,0,0
95,lw1,0.0,0.0,phoneme,7.57,stimuli/audio/lw1_0.wav,31.076,0.0699999999999994,2000-01-01 00:00:00+00:00,iy_I,1.0,sentence,5.0,205.0,Allison,1.0,,1.0,True,True,3.56,0,0
96,lw1,0.0,0.0,phoneme,7.64,stimuli/audio/lw1_0.wav,31.146,0.08,2000-01-01 00:00:00+00:00,s_I,1.0,sentence,5.0,205.0,Allison,1.0,,1.0,False,False,,0,0
97,lw1,0.0,0.0,phoneme,7.72,stimuli/audio/lw1_0.wav,31.226,0.08,2000-01-01 00:00:00+00:00,ay_I,1.0,sentence,5.0,205.0,Allison,1.0,,1.0,True,False,,0,0
98,lw1,0.0,0.0,phoneme,7.8,stimuli/audio/lw1_0.wav,31.306,0.0300000000000002,2000-01-01 00:00:00+00:00,k_I,1.0,sentence,5.0,205.0,Allison,1.0,,1.0,False,False,,0,0
99,lw1,0.0,0.0,phoneme,7.83,stimuli/audio/lw1_0.wav,31.336,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_I,1.0,sentence,5.0,205.0,Allison,1.0,,1.0,True,False,,0,0
100,lw1,0.0,0.0,phoneme,7.88,stimuli/audio/lw1_0.wav,31.386,0.0300000000000002,2000-01-01 00:00:00+00:00,l_I,1.0,sentence,5.0,205.0,Allison,1.0,,1.0,True,False,,0,0
101,lw1,0.0,0.0,phoneme,7.91,stimuli/audio/lw1_0.wav,31.416,0.0300000000000002,2000-01-01 00:00:00+00:00,d_E,1.0,sentence,5.0,205.0,Allison,1.0,,1.0,True,False,,0,0
102,lw1,0.0,0.0,phoneme,7.97,stimuli/audio/lw1_0.wav,31.476,0.0699999999999994,2000-01-01 00:00:00+00:00,eh_B,1.0,sentence,6.0,205.0,Allison,1.0,,1.0,True,False,,0,0
103,lw1,0.0,0.0,phoneme,8.04,stimuli/audio/lw1_0.wav,31.546,0.0900000000000016,2000-01-01 00:00:00+00:00,r_E,1.0,sentence,6.0,205.0,Allison,1.0,,1.0,True,True,5.37,0,0
104,lw1,0.0,0.0,phoneme,8.13,stimuli/audio/lw1_0.wav,31.636,0.0299999999999993,2000-01-01 00:00:00+00:00,f_B,1.0,sentence,7.0,205.0,Allison,1.0,,1.0,False,False,,0,0
105,lw1,0.0,0.0,phoneme,8.16,stimuli/audio/lw1_0.wav,31.666,0.0600000000000005,2000-01-01 00:00:00+00:00,er_I,1.0,sentence,7.0,205.0,Allison,1.0,,1.0,True,True,6.63,0,0
106,lw1,0.0,0.0,phoneme,8.22,stimuli/audio/lw1_0.wav,31.726,0.0699999999999985,2000-01-01 00:00:00+00:00,m_E,1.0,sentence,7.0,205.0,Allison,1.0,,1.0,True,False,,0,0
107,lw1,0.0,0.0,phoneme,8.29,stimuli/audio/lw1_0.wav,31.796,0.0500000000000007,2000-01-01 00:00:00+00:00,dh_B,1.0,sentence,8.0,205.0,Allison,1.0,,1.0,True,False,,0,0
108,lw1,0.0,0.0,phoneme,8.34,stimuli/audio/lw1_0.wav,31.846,0.0400000000000009,2000-01-01 00:00:00+00:00,ah_E,1.0,sentence,8.0,205.0,Allison,1.0,,1.0,True,True,7.73,0,0
109,lw1,0.0,0.0,phoneme,8.38,stimuli/audio/lw1_0.wav,31.886,0.0599999999999987,2000-01-01 00:00:00+00:00,v_B,1.0,sentence,9.0,205.0,Allison,1.0,,1.0,True,False,,0,0
110,lw1,0.0,0.0,phoneme,8.44,stimuli/audio/lw1_0.wav,31.946,0.0400000000000009,2000-01-01 00:00:00+00:00,eh_I,1.0,sentence,9.0,205.0,Allison,1.0,,1.0,True,True,3.8,0,0
111,lw1,0.0,0.0,phoneme,8.48,stimuli/audio/lw1_0.wav,31.986,0.0499999999999989,2000-01-01 00:00:00+00:00,n_I,1.0,sentence,9.0,205.0,Allison,1.0,,1.0,True,False,,0,0
112,lw1,0.0,0.0,phoneme,8.53,stimuli/audio/lw1_0.wav,32.036,0.0899999999999998,2000-01-01 00:00:00+00:00,t_E,1.0,sentence,9.0,205.0,Allison,1.0,,1.0,False,False,,0,0
113,lw1,0.0,0.0,phoneme,8.62,stimuli/audio/lw1_0.wav,32.126,0.0100000000000015,2000-01-01 00:00:00+00:00,ah_B,1.0,sentence,10.0,205.0,Allison,1.0,,1.0,True,False,,0,0
114,lw1,0.0,0.0,phoneme,8.63,stimuli/audio/lw1_0.wav,32.136,0.08,2000-01-01 00:00:00+00:00,b_I,1.0,sentence,10.0,205.0,Allison,1.0,,1.0,True,True,5.2,0,0
115,lw1,0.0,0.0,phoneme,8.71,stimuli/audio/lw1_0.wav,32.216,0.0699999999999985,2000-01-01 00:00:00+00:00,ah_I,1.0,sentence,10.0,205.0,Allison,1.0,,1.0,True,False,,0,0
116,lw1,0.0,0.0,phoneme,8.78,stimuli/audio/lw1_0.wav,32.286,0.0400000000000009,2000-01-01 00:00:00+00:00,v_E,1.0,sentence,10.0,205.0,Allison,1.0,,1.0,True,False,,0,0
117,lw1,0.0,0.0,phoneme,8.83,stimuli/audio/lw1_0.wav,32.336,0.0500000000000007,2000-01-01 00:00:00+00:00,b_B,1.0,sentence,11.0,205.0,Allison,1.0,,1.0,True,False,,0,0
118,lw1,0.0,0.0,phoneme,8.88,stimuli/audio/lw1_0.wav,32.386,0.08,2000-01-01 00:00:00+00:00,l_I,1.0,sentence,11.0,205.0,Allison,1.0,,1.0,True,True,4.12,0,0
119,lw1,0.0,0.0,phoneme,8.96,stimuli/audio/lw1_0.wav,32.466,0.0699999999999985,2000-01-01 00:00:00+00:00,uw_E,1.0,sentence,11.0,205.0,Allison,1.0,,1.0,True,False,,0,0
120,lw1,0.0,0.0,phoneme,9.03,stimuli/audio/lw1_0.wav,32.536,0.0600000000000005,2000-01-01 00:00:00+00:00,ah_B,1.0,sentence,12.0,205.0,Allison,1.0,,1.0,True,False,,0,0
121,lw1,0.0,0.0,phoneme,9.09,stimuli/audio/lw1_0.wav,32.596,0.0500000000000007,2000-01-01 00:00:00+00:00,n_E,1.0,sentence,12.0,205.0,Allison,1.0,,1.0,True,True,6.53,0,0
122,lw1,0.0,0.0,phoneme,9.139999,stimuli/audio/lw1_0.wav,32.646,0.0700000000000002,2000-01-01 00:00:00+00:00,ah_B,1.0,sentence,13.0,205.0,Allison,1.0,,1.0,True,False,,0,0
