,story,story_uid,sound_id,kind,start,sound,onset,duration,orig_time,phoneme,sequence_id,condition,word_index,speech_rate,voice,pronounced,word,is_word_onset
22,lw1,0.0,0.0,word,3.28,stimuli/audio/lw1_0.wav,26.786,0.0700000000000002,2000-01-01 00:00:00+00:00,,0.0,sentence,11.0,205.0,Allison,1.0,the,True
23,lw1,0.0,0.0,phoneme,3.31,stimuli/audio/lw1_0.wav,26.816,0.04,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,11.0,205.0,Allison,1.0,,False
24,lw1,0.0,0.0,word,3.35,stimuli/audio/lw1_0.wav,26.856,0.29,2000-01-01 00:00:00+00:00,,0.0,sentence,12.0,205.0,Allison,1.0,scout,True
25,lw1,0.0,0.0,phoneme,3.56,stimuli/audio/lw1_0.wav,27.066,0.08,2000-01-01 00:00:00+00:00,t_E,0.0,sentence,12.0,205.0,Allison,1.0,,False
26,lw1,0.0,0.0,word,3.64,stimuli/audio/lw1_0.wav,27.146,0.29,2000-01-01 00:00:00+00:00,,0.0,sentence,13.0,205.0,Allison,1.0,craft,True
27,lw1,0.0,0.0,phoneme,3.92,stimuli/audio/lw1_0.wav,27.426,0.0100000000000002,2000-01-01 00:00:00+00:00,t_E,0.0,sentence,13.0,205.0,Allison,1.0,,False
28,lw1,0.0,0.0,word,3.94,stimuli/audio/lw1_0.wav,27.446,0.1499999999999999,2000-01-01 00:00:00+00:00,,0.0,sentence,14.0,205.0,Allison,1.0,to,True
29,lw1,0.0,0.0,phoneme,4.01,stimuli/audio/lw1_0.wav,27.516,0.08,2000-01-01 00:00:00+00:00,uw_E,0.0,sentence,14.0,205.0,Allison,1.0,,False
30,lw1,0.0,0.0,word,4.09,stimuli/audio/lw1_0.wav,27.596,0.2800000000000002,2000-01-01 00:00:00+00:00,,0.0,sentence,15.0,205.0,Allison,1.0,appear,True
31,lw1,0.0,0.0,phoneme,4.32,stimuli/audio/lw1_0.wav,27.826,0.0499999999999998,2000-01-01 00:00:00+00:00,r_E,0.0,sentence,15.0,205.0,Allison,1.0,,False
32,lw1,0.0,0.0,word,4.37,stimuli/audio/lw1_0.wav,27.876,0.08,2000-01-01 00:00:00+00:00,,0.0,sentence,16.0,205.0,Allison,1.0,in,True
33,lw1,0.0,0.0,phoneme,4.42,stimuli/audio/lw1_0.wav,27.926,0.0300000000000002,2000-01-01 00:00:00+00:00,n_E,0.0,sentence,16.0,205.0,Allison,1.0,,False
34,lw1,0.0,0.0,word,4.45,stimuli/audio/lw1_0.wav,27.956,0.0899999999999998,2000-01-01 00:00:00+00:00,,0.0,sentence,17.0,205.0,Allison,1.0,the,True
35,lw1,0.0,0.0,phoneme,4.5,stimuli/audio/lw1_0.wav,28.006,0.04,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,17.0,205.0,Allison,1.0,,False
36,lw1,0.0,0.0,word,4.54,stimuli/audio/lw1_0.wav,28.046,0.4199999999999999,2000-01-01 00:00:00+00:00,,0.0,sentence,18.0,205.0,Allison,1.0,darkness,True
37,lw1,0.0,0.0,phoneme,4.9,stimuli/audio/lw1_0.wav,28.406,0.0599999999999996,2000-01-01 00:00:00+00:00,s_E,0.0,sentence,18.0,205.0,Allison,1.0,,False
38,lw1,0.0,0.0,word,4.96,stimuli/audio/lw1_0.wav,28.466,0.1399999999999996,2000-01-01 00:00:00+00:00,,0.0,sentence,19.0,205.0,Allison,1.0,of,True
39,lw1,0.0,0.0,phoneme,5.01,stimuli/audio/lw1_0.wav,28.516,0.0899999999999998,2000-01-01 00:00:00+00:00,v_E,0.0,sentence,19.0,205.0,Allison,1.0,,False
40,lw1,0.0,0.0,word,5.1,stimuli/audio/lw1_0.wav,28.606,0.0900000000000007,2000-01-01 00:00:00+00:00,,0.0,sentence,20.0,205.0,Allison,1.0,the,True
41,lw1,0.0,0.0,phoneme,5.11,stimuli/audio/lw1_0.wav,28.616,0.08,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,20.0,205.0,Allison,1.0,,False
42,lw1,0.0,0.0,word,6.25,stimuli/audio/lw1_0.wav,29.756,0.1399999999999996,2000-01-01 00:00:00+00:00,,1.0,sentence,0.0,205.0,Allison,1.0,The,True
43,lw1,0.0,0.0,phoneme,6.34,stimuli/audio/lw1_0.wav,29.846,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_E,1.0,sentence,0.0,205.0,Allison,1.0,,False
44,lw1,0.0,0.0,word,6.39,stimuli/audio/lw1_0.wav,29.896,0.3900000000000005,2000-01-01 00:00:00+00:00,,1.0,sentence,1.0,205.0,Allison,1.0,gentle,True
45,lw1,0.0,0.0,phoneme,6.69,stimuli/audio/lw1_0.wav,30.196,0.0899999999999998,2000-01-01 00:00:00+00:00,l_E,1.0,sentence,1.0,205.0,Allison,1.0,,False
46,lw1,0.0,0.0,word,6.78,stimuli/audio/lw1_0.wav,30.286,0.4199999999999999,2000-01-01 00:00:00+00:00,,1.0,sentence,2.0,205.0,Allison,1.0,constant,True
47,lw1,0.0,0.0,phoneme,7.16,stimuli/audio/lw1_0.wav,30.666,0.04,2000-01-01 00:00:00+00:00,t_E,1.0,sentence,2.0,205.0,Allison,1.0,,False
48,lw1,0.0,0.0,word,7.2,stimuli/audio/lw1_0.wav,30.706,0.2099999999999999,2000-01-01 00:00:00+00:00,,1.0,sentence,3.0,205.0,Allison,1.0,breeze,True
49,lw1,0.0,0.0,phoneme,7.34,stimuli/audio/lw1_0.wav,30.846,0.0700000000000002,2000-01-01 00:00:00+00:00,z_E,1.0,sentence,3.0,205.0,Allison,1.0,,False
50,lw1,0.0,0.0,word,7.41,stimuli/audio/lw1_0.wav,30.916,0.1200000000000001,2000-01-01 00:00:00+00:00,,1.0,sentence,4.0,205.0,Allison,1.0,of,True
51,lw1,0.0,0.0,phoneme,7.46,stimuli/audio/lw1_0.wav,30.966,0.0700000000000002,2000-01-01 00:00:00+00:00,v_E,1.0,sentence,4.0,205.0,Allison,1.0,,False
52,lw1,0.0,0.0,word,7.53,stimuli/audio/lw1_0.wav,31.036,0.4100000000000001,2000-01-01 00:00:00+00:00,,1.0,sentence,5.0,205.0,Allison,1.0,recycled,True
53,lw1,0.0,0.0,phoneme,7.91,stimuli/audio/lw1_0.wav,31.416,0.0300000000000002,2000-01-01 00:00:00+00:00,d_E,1.0,sentence,5.0,205.0,Allison,1.0,,False
54,lw1,0.0,0.0,word,7.97,stimuli/audio/lw1_0.wav,31.476,0.160000000000001,2000-01-01 00:00:00+00:00,,1.0,sentence,6.0,205.0,Allison,1.0,air,True
55,lw1,0.0,0.0,phoneme,8.04,stimuli/audio/lw1_0.wav,31.546,0.0900000000000016,2000-01-01 00:00:00+00:00,r_E,1.0,sentence,6.0,205.0,Allison,1.0,,False
56,lw1,0.0,0.0,word,8.13,stimuli/audio/lw1_0.wav,31.636,0.1599999999999983,2000-01-01 00:00:00+00:00,,1.0,sentence,7.0,205.0,Allison,1.0,from,True
57,lw1,0.0,0.0,phoneme,8.22,stimuli/audio/lw1_0.wav,31.726,0.0699999999999985,2000-01-01 00:00:00+00:00,m_E,1.0,sentence,7.0,205.0,Allison,1.0,,False
58,lw1,0.0,0.0,word,8.29,stimuli/audio/lw1_0.wav,31.796,0.0900000000000016,2000-01-01 00:00:00+00:00,,1.0,sentence,8.0,205.0,Allison,1.0,the,True
59,lw1,0.0,0.0,phoneme,8.34,stimuli/audio/lw1_0.wav,31.846,0.0400000000000009,2000-01-01 00:00:00+00:00,ah_E,1.0,sentence,8.0,205.0,Allison,1.0,,False
60,lw1,0.0,0.0,word,8.38,stimuli/audio/lw1_0.wav,31.886,0.2399999999999984,2000-01-01 00:00:00+00:00,,1.0,sentence,9.0,205.0,Allison,1.0,vent,True
61,lw1,0.0,0.0,phoneme,8.53,stimuli/audio/lw1_0.wav,32.036,0.0899999999999998,2000-01-01 00:00:00+00:00,t_E,1.0,sentence,9.0,205.0,Allison,1.0,,False
62,lw1,0.0,0.0,word,8.62,stimuli/audio/lw1_0.wav,32.126,0.200000000000001,2000-01-01 00:00:00+00:00,,1.0,sentence,10.0,205.0,Allison,1.0,above,True
63,lw1,0.0,0.0,phoneme,8.78,stimuli/audio/lw1_0.wav,32.286,0.0400000000000009,2000-01-01 00:00:00+00:00,v_E,1.0,sentence,10.0,205.0,Allison,1.0,,False
64,lw1,0.0,0.0,word,8.83,stimuli/audio/lw1_0.wav,32.336,0.1999999999999993,2000-01-01 00:00:00+00:00,,1.0,sentence,11.0,205.0,Allison,1.0,blew,True
65,lw1,0.0,0.0,phoneme,8.96,stimuli/audio/lw1_0.wav,32.466,0.0699999999999985,2000-01-01 00:00:00+00:00,uw_E,1.0,sentence,11.0,205.0,Allison,1.0,,False
66,lw1,0.0,0.0,word,9.03,stimuli/audio/lw1_0.wav,32.536,0.1100000000000012,2000-01-01 00:00:00+00:00,,1.0,sentence,12.0,205.0,Allison,1.0,an,True
67,lw1,0.0,0.0,phoneme,9.09,stimuli/audio/lw1_0.wav,32.596,0.0500000000000007,2000-01-01 00:00:00+00:00,n_E,1.0,sentence,12.0,205.0,Allison,1.0,,False
68,lw1,0.0,0.0,word,9.139999,stimuli/audio/lw1_0.wav,32.646,0.3900000000000005,2000-01-01 00:00:00+00:00,,1.0,sentence,13.0,205.0,Allison,1.0,annoying,True
69,lw1,0.0,0.0,phoneme,9.449999,stimuli/audio/lw1_0.wav,32.956,0.08,2000-01-01 00:00:00+00:00,ng_E,1.0,sentence,13.0,205.0,Allison,1.0,,False
70,lw1,0.0,0.0,word,9.53,stimuli/audio/lw1_0.wav,33.036,0.1699999999999999,2000-01-01 00:00:00+00:00,,1.0,sentence,14.0,205.0,Allison,1.0,hair,True
71,lw1,0.0,0.0,phoneme,9.63,stimuli/audio/lw1_0.wav,33.136,0.0699999999999985,2000-01-01 00:00:00+00:00,r_E,1.0,sentence,14.0,205.0,Allison,1.0,,False
72,lw1,0.0,0.0,word,9.7,stimuli/audio/lw1_0.wav,33.206,0.3500000000000014,2000-01-01 00:00:00+00:00,,1.0,sentence,15.0,205.0,Allison,1.0,against,True
73,lw1,0.0,0.0,phoneme,9.99,stimuli/audio/lw1_0.wav,33.496,0.0600000000000005,2000-01-01 00:00:00+00:00,t_E,1.0,sentence,15.0,205.0,Allison,1.0,,False
74,lw1,0.0,0.0,word,10.05,stimuli/audio/lw1_0.wav,33.556,0.1399999999999988,2000-01-01 00:00:00+00:00,,1.0,sentence,16.0,205.0,Allison,1.0,her,True
75,lw1,0.0,0.0,phoneme,10.12,stimuli/audio/lw1_0.wav,33.626,0.0700000000000002,2000-01-01 00:00:00+00:00,er_E,1.0,sentence,16.0,205.0,Allison,1.0,,False
76,lw1,0.0,0.0,word,10.19,stimuli/audio/lw1_0.wav,33.696,0.3900000000000005,2000-01-01 00:00:00+00:00,,1.0,sentence,17.0,205.0,Allison,1.0,nose,True
77,lw1,0.0,0.0,phoneme,10.43,stimuli/audio/lw1_0.wav,33.936,0.1500000000000003,2000-01-01 00:00:00+00:00,z_E,1.0,sentence,17.0,205.0,Allison,1.0,,False
78,lw1,0.0,0.0,word,10.74,stimuli/audio/lw1_0.wav,34.246,0.1999999999999993,2000-01-01 00:00:00+00:00,,1.0,sentence,18.0,205.0,Allison,1.0,but,True
79,lw1,0.0,0.0,phoneme,10.88,stimuli/audio/lw1_0.wav,34.386,0.0599999999999987,2000-01-01 00:00:00+00:00,t_E,1.0,sentence,18.0,205.0,Allison,1.0,,False
80,lw1,0.0,0.0,word,10.94,stimuli/audio/lw1_0.wav,34.446,0.1699999999999999,2000-01-01 00:00:00+00:00,,1.0,sentence,19.0,205.0,Allison,1.0,she,True
81,lw1,0.0,0.0,phoneme,11.03,stimuli/audio/lw1_0.wav,34.536,0.08,2000-01-01 00:00:00+00:00,iy_E,1.0,sentence,19.0,205.0,Allison,1.0,,False
82,lw1,0.0,0.0,word,11.11,stimuli/audio/lw1_0.wav,34.616,0.3000000000000007,2000-01-01 00:00:00+00:00,,1.0,sentence,20.0,205.0,Allison,1.0,ignored,True
83,lw1,0.0,0.0,phoneme,11.36,stimuli/audio/lw1_0.wav,34.866,0.0500000000000007,2000-01-01 00:00:00+00:00,d_E,1.0,sentence,20.0,205.0,Allison,1.0,,False
84,lw1,0.0,0.0,word,11.41,stimuli/audio/lw1_0.wav,34.916,0.1600000000000001,2000-01-01 00:00:00+00:00,,1.0,sentence,21.0,205.0,Allison,1.0,it,True
85,lw1,0.0,0.0,word,11.889999,stimuli/audio/lw1_0.wav,35.396,0.1100000000000012,2000-01-01 00:00:00+00:00,,2.0,sentence,0.0,145.0,Allison,1.0,A,True
86,lw1,0.0,0.0,word,12.0,stimuli/audio/lw1_0.wav,35.506,0.4700000000000006,2000-01-01 00:00:00+00:00,,2.0,sentence,1.0,145.0,Allison,1.0,gasp,True
87,lw1,0.0,0.0,phoneme,12.43,stimuli/audio/lw1_0.wav,35.936,0.0400000000000009,2000-01-01 00:00:00+00:00,p_E,2.0,sentence,1.0,145.0,Allison,1.0,,False
88,lw1,0.0,0.0,word,12.48,stimuli/audio/lw1_0.wav,35.986,0.2699999999999996,2000-01-01 00:00:00+00:00,,2.0,sentence,2.0,145.0,Allison,1.0,from,True
89,lw1,0.0,0.0,phoneme,12.67,stimuli/audio/lw1_0.wav,36.176,0.08,2000-01-01 00:00:00+00:00,m_E,2.0,sentence,2.0,145.0,Allison,1.0,,False
90,lw1,0.0,0.0,word,12.75,stimuli/audio/lw1_0.wav,36.256,0.1300000000000007,2000-01-01 00:00:00+00:00,,2.0,sentence,3.0,145.0,Allison,1.0,the,True
91,lw1,0.0,0.0,phoneme,12.79,stimuli/audio/lw1_0.wav,36.296,0.0900000000000016,2000-01-01 00:00:00+00:00,ah_E,2.0,sentence,3.0,145.0,Allison,1.0,,False
92,lw1,0.0,0.0,word,12.88,stimuli/audio/lw1_0.wav,36.386,0.5399999999999991,2000-01-01 00:00:00+00:00,,2.0,sentence,4.0,145.0,Allison,1.0,psychic,True
93,lw1,0.0,0.0,phoneme,13.35,stimuli/audio/lw1_0.wav,36.856,0.0700000000000002,2000-01-01 00:00:00+00:00,k_E,2.0,sentence,4.0,145.0,Allison,1.0,,False
94,lw1,0.0,0.0,word,13.42,stimuli/audio/lw1_0.wav,36.926,0.3200000000000003,2000-01-01 00:00:00+00:00,,2.0,sentence,5.0,145.0,Allison,1.0,broke,True
95,lw1,0.0,0.0,phoneme,13.64,stimuli/audio/lw1_0.wav,37.146,0.0999999999999996,2000-01-01 00:00:00+00:00,k_E,2.0,sentence,5.0,145.0,Allison,1.0,,False
96,lw1,0.0,0.0,word,13.75,stimuli/audio/lw1_0.wav,37.256,0.1999999999999993,2000-01-01 00:00:00+00:00,,2.0,sentence,6.0,145.0,Allison,1.0,her,True
97,lw1,0.0,0.0,phoneme,13.85,stimuli/audio/lw1_0.wav,37.356,0.0999999999999996,2000-01-01 00:00:00+00:00,er_E,2.0,sentence,6.0,145.0,Allison,1.0,,False
98,lw1,0.0,0.0,word,13.95,stimuli/audio/lw1_0.wav,37.456,0.5899999999999999,2000-01-01 00:00:00+00:00,,2.0,sentence,7.0,145.0,Allison,1.0,silent,True
99,lw1,0.0,0.0,phoneme,14.45,stimuli/audio/lw1_0.wav,37.956,0.0899999999999998,2000-01-01 00:00:00+00:00,t_E,2.0,sentence,7.0,145.0,Allison,1.0,,False
100,lw1,0.0,0.0,word,14.559999,stimuli/audio/lw1_0.wav,38.066,0.5200000000000014,2000-01-01 00:00:00+00:00,,2.0,sentence,8.0,145.0,Allison,1.0,vigil,True
101,lw1,0.0,0.0,phoneme,14.899999,stimuli/audio/lw1_0.wav,38.406,0.1800000000000015,2000-01-01 00:00:00+00:00,l_E,2.0,sentence,8.0,145.0,Allison,1.0,,False
102,lw1,0.0,0.0,word,15.299999,stimuli/audio/lw1_0.wav,38.806,0.2100000000000008,2000-01-01 00:00:00+00:00,,2.0,sentence,9.0,145.0,Allison,1.0,and,True
103,lw1,0.0,0.0,phoneme,15.439999,stimuli/audio/lw1_0.wav,38.946,0.0700000000000002,2000-01-01 00:00:00+00:00,d_E,2.0,sentence,9.0,145.0,Allison,1.0,,False
104,lw1,0.0,0.0,word,15.509999,stimuli/audio/lw1_0.wav,39.016,0.1999999999999993,2000-01-01 00:00:00+00:00,,2.0,sentence,10.0,145.0,Allison,1.0,she,True
105,lw1,0.0,0.0,phoneme,15.619999,stimuli/audio/lw1_0.wav,39.126,0.0899999999999998,2000-01-01 00:00:00+00:00,iy_E,2.0,sentence,10.0,145.0,Allison,1.0,,False
106,lw1,0.0,0.0,word,15.71,stimuli/audio/lw1_0.wav,39.216,0.5799999999999983,2000-01-01 00:00:00+00:00,,2.0,sentence,11.0,145.0,Allison,1.0,turned,True
107,lw1,0.0,0.0,phoneme,16.18,stimuli/audio/lw1_0.wav,39.686,0.1099999999999994,2000-01-01 00:00:00+00:00,d_E,2.0,sentence,11.0,145.0,Allison,1.0,,False
108,lw1,0.0,0.0,word,16.59,stimuli/audio/lw1_0.wav,40.096,0.7300000000000004,2000-01-01 00:00:00+00:00,,3.0,sentence,0.0,145.0,Allison,1.0,Results,True
109,lw1,0.0,0.0,phoneme,17.16,stimuli/audio/lw1_0.wav,40.666,0.1600000000000001,2000-01-01 00:00:00+00:00,s_E,3.0,sentence,0.0,145.0,Allison,1.0,,False
110,lw1,0.0,0.0,word,17.58,stimuli/audio/lw1_0.wav,41.086,0.5300000000000011,2000-01-01 00:00:00+00:00,,3.0,sentence,1.0,145.0,Allison,1.0,Harmon,True
111,lw1,0.0,0.0,phoneme,18.03,stimuli/audio/lw1_0.wav,41.536,0.0799999999999983,2000-01-01 00:00:00+00:00,n_E,3.0,sentence,1.0,145.0,Allison,1.0,,False
112,lw1,0.0,0.0,word,18.37,stimuli/audio/lw1_0.wav,41.876,0.2300000000000004,2000-01-01 00:00:00+00:00,,3.0,sentence,2.0,145.0,Allison,1.0,she,True
113,lw1,0.0,0.0,phoneme,18.5,stimuli/audio/lw1_0.wav,42.006,0.1000000000000014,2000-01-01 00:00:00+00:00,iy_E,3.0,sentence,2.0,145.0,Allison,1.0,,False
114,lw1,0.0,0.0,word,18.6,stimuli/audio/lw1_0.wav,42.106,0.6099999999999994,2000-01-01 00:00:00+00:00,,3.0,sentence,3.0,145.0,Allison,1.0,suppressed,True
115,lw1,0.0,0.0,phoneme,19.16,stimuli/audio/lw1_0.wav,42.666,0.0500000000000007,2000-01-01 00:00:00+00:00,t_E,3.0,sentence,3.0,145.0,Allison,1.0,,False
116,lw1,0.0,0.0,word,19.22,stimuli/audio/lw1_0.wav,42.726,0.1600000000000001,2000-01-01 00:00:00+00:00,,3.0,sentence,4.0,145.0,Allison,1.0,the,True
117,lw1,0.0,0.0,phoneme,19.3,stimuli/audio/lw1_0.wav,42.806,0.0799999999999983,2000-01-01 00:00:00+00:00,ah_E,3.0,sentence,4.0,145.0,Allison,1.0,,False
118,lw1,0.0,0.0,word,19.38,stimuli/audio/lw1_0.wav,42.886,0.2800000000000011,2000-01-01 00:00:00+00:00,,3.0,sentence,5.0,145.0,Allison,1.0,surge,True
119,lw1,0.0,0.0,phoneme,19.58,stimuli/audio/lw1_0.wav,43.086,0.0800000000000018,2000-01-01 00:00:00+00:00,jh_E,3.0,sentence,5.0,145.0,Allison,1.0,,False
120,lw1,0.0,0.0,word,19.66,stimuli/audio/lw1_0.wav,43.166,0.1400000000000005,2000-01-01 00:00:00+00:00,,3.0,sentence,6.0,145.0,Allison,1.0,of,True
121,lw1,0.0,0.0,phoneme,19.74,stimuli/audio/lw1_0.wav,43.246,0.0600000000000022,2000-01-01 00:00:00+00:00,v_E,3.0,sentence,6.0,145.0,Allison,1.0,,False
122,lw1,0.0,0.0,word,19.8,stimuli/audio/lw1_0.wav,43.306,0.6099999999999994,2000-01-01 00:00:00+00:00,,3.0,sentence,7.0,145.0,Allison,1.0,annoyance,True
123,lw1,0.0,0.0,phoneme,20.33,stimuli/audio/lw1_0.wav,43.836,0.0800000000000018,2000-01-01 00:00:00+00:00,s_E,3.0,sentence,7.0,145.0,Allison,1.0,,False
124,lw1,0.0,0.0,word,20.43,stimuli/audio/lw1_0.wav,43.936,0.1900000000000012,2000-01-01 00:00:00+00:00,,3.0,sentence,8.0,145.0,Allison,1.0,that,True
125,lw1,0.0,0.0,phoneme,20.54,stimuli/audio/lw1_0.wav,44.046,0.0800000000000018,2000-01-01 00:00:00+00:00,t_E,3.0,sentence,8.0,145.0,Allison,1.0,,False
126,lw1,0.0,0.0,word,20.62,stimuli/audio/lw1_0.wav,44.126,0.3499999999999978,2000-01-01 00:00:00+00:00,,3.0,sentence,9.0,145.0,Allison,1.0,ran,True
127,lw1,0.0,0.0,phoneme,20.87,stimuli/audio/lw1_0.wav,44.376,0.0999999999999978,2000-01-01 00:00:00+00:00,n_E,3.0,sentence,9.0,145.0,Allison,1.0,,False
128,lw1,0.0,0.0,word,20.98,stimuli/audio/lw1_0.wav,44.486,0.2300000000000004,2000-01-01 00:00:00+00:00,,3.0,sentence,10.0,145.0,Allison,1.0,through,True
129,lw1,0.0,0.0,phoneme,21.14,stimuli/audio/lw1_0.wav,44.646,0.0700000000000002,2000-01-01 00:00:00+00:00,uw_E,3.0,sentence,10.0,145.0,Allison,1.0,,False
130,lw1,0.0,0.0,word,21.21,stimuli/audio/lw1_0.wav,44.716,0.1799999999999997,2000-01-01 00:00:00+00:00,,3.0,sentence,11.0,145.0,Allison,1.0,her,True
131,lw1,0.0,0.0,phoneme,21.31,stimuli/audio/lw1_0.wav,44.816,0.0800000000000018,2000-01-01 00:00:00+00:00,er_E,3.0,sentence,11.0,145.0,Allison,1.0,,False
132,lw1,0.0,0.0,word,21.39,stimuli/audio/lw1_0.wav,44.896,0.120000000000001,2000-01-01 00:00:00+00:00,,3.0,sentence,12.0,145.0,Allison,1.0,as,True
133,lw1,0.0,0.0,phoneme,21.44,stimuli/audio/lw1_0.wav,44.946,0.0700000000000002,2000-01-01 00:00:00+00:00,z_E,3.0,sentence,12.0,145.0,Allison,1.0,,False
134,lw1,0.0,0.0,word,21.51,stimuli/audio/lw1_0.wav,45.016,0.2199999999999988,2000-01-01 00:00:00+00:00,,3.0,sentence,13.0,145.0,Allison,1.0,she,True
135,lw1,0.0,0.0,phoneme,21.65,stimuli/audio/lw1_0.wav,45.156,0.0800000000000018,2000-01-01 00:00:00+00:00,iy_E,3.0,sentence,13.0,145.0,Allison,1.0,,False
136,lw1,0.0,0.0,word,21.73,stimuli/audio/lw1_0.wav,45.236,1.0700000000000005,2000-01-01 00:00:00+00:00,,3.0,sentence,14.0,145.0,Allison,1.0,contemplated,True
137,lw1,0.0,0.0,phoneme,22.71,stimuli/audio/lw1_0.wav,46.216,0.0899999999999998,2000-01-01 00:00:00+00:00,d_E,3.0,sentence,14.0,145.0,Allison,1.0,,False
138,lw1,0.0,0.0,word,22.8,stimuli/audio/lw1_0.wav,46.306,0.120000000000001,2000-01-01 00:00:00+00:00,,3.0,sentence,15.0,145.0,Allison,1.0,the,True
139,lw1,0.0,0.0,phoneme,22.82,stimuli/audio/lw1_0.wav,46.326,0.1000000000000014,2000-01-01 00:00:00+00:00,ah_E,3.0,sentence,15.0,145.0,Allison,1.0,,False
140,lw1,0.0,0.0,word,23.39,stimuli/audio/lw1_0.wav,46.896,0.3399999999999998,2000-01-01 00:00:00+00:00,,3.0,sentence,18.0,145.0,Allison,1.0,gift,True
