,story,story_uid,sound_id,kind,start,sound,onset,duration,orig_time,phoneme,sequence_id,condition,word_index,speech_rate,voice,pronounced,word,is_word
17,lw1,0.0,0.0,word,1.08,stimuli/audio/lw1_0.wav,24.586,0.3999999999999999,2000-01-01 00:00:00+00:00,,0.0,sentence,3.0,205.0,Allison,1.0,still,True
18,lw1,0.0,0.0,phoneme,1.16,stimuli/audio/lw1_0.wav,24.666,0.07,2000-01-01 00:00:00+00:00,t_I,0.0,sentence,3.0,205.0,Allison,1.0,,False
19,lw1,0.0,0.0,phoneme,1.23,stimuli/audio/lw1_0.wav,24.736,0.1100000000000001,2000-01-01 00:00:00+00:00,ih_I,0.0,sentence,3.0,205.0,Allison,1.0,,False
20,lw1,0.0,0.0,phoneme,1.34,stimuli/audio/lw1_0.wav,24.846,0.1399999999999999,2000-01-01 00:00:00+00:00,l_E,0.0,sentence,3.0,205.0,Allison,1.0,,False
21,lw1,0.0,0.0,phoneme,1.63,stimuli/audio/lw1_0.wav,25.136,0.1400000000000001,2000-01-01 00:00:00+00:00,w_B,0.0,sentence,4.0,205.0,Allison,1.0,,False
22,lw1,0.0,0.0,word,1.63,stimuli/audio/lw1_0.wav,25.136,0.4100000000000001,2000-01-01 00:00:00+00:00,,0.0,sentence,4.0,205.0,Allison,1.0,waiting,True
23,lw1,0.0,0.0,phoneme,1.77,stimuli/audio/lw1_0.wav,25.276,0.07,2000-01-01 00:00:00+00:00,ey_I,0.0,sentence,4.0,205.0,Allison,1.0,,False
24,lw1,0.0,0.0,phoneme,1.84,stimuli/audio/lw1_0.wav,25.346,0.0499999999999998,2000-01-01 00:00:00+00:00,t_I,0.0,sentence,4.0,205.0,Allison,1.0,,False
25,lw1,0.0,0.0,phoneme,1.89,stimuli/audio/lw1_0.wav,25.396,0.07,2000-01-01 00:00:00+00:00,ih_I,0.0,sentence,4.0,205.0,Allison,1.0,,False
26,lw1,0.0,0.0,phoneme,1.96,stimuli/audio/lw1_0.wav,25.466,0.08,2000-01-01 00:00:00+00:00,ng_E,0.0,sentence,4.0,205.0,Allison,1.0,,False
27,lw1,0.0,0.0,phoneme,2.04,stimuli/audio/lw1_0.wav,25.546,0.0499999999999998,2000-01-01 00:00:00+00:00,f_B,0.0,sentence,5.0,205.0,Allison,1.0,,False
28,lw1,0.0,0.0,word,2.04,stimuli/audio/lw1_0.wav,25.546,0.1299999999999999,2000-01-01 00:00:00+00:00,,0.0,sentence,5.0,205.0,Allison,1.0,for,True
29,lw1,0.0,0.0,phoneme,2.09,stimuli/audio/lw1_0.wav,25.596,0.08,2000-01-01 00:00:00+00:00,er_E,0.0,sentence,5.0,205.0,Allison,1.0,,False
30,lw1,0.0,0.0,phoneme,2.17,stimuli/audio/lw1_0.wav,25.676,0.0300000000000002,2000-01-01 00:00:00+00:00,dh_B,0.0,sentence,6.0,205.0,Allison,1.0,,False
31,lw1,0.0,0.0,word,2.17,stimuli/audio/lw1_0.wav,25.676,0.0899999999999998,2000-01-01 00:00:00+00:00,,0.0,sentence,6.0,205.0,Allison,1.0,the,True
32,lw1,0.0,0.0,phoneme,2.2,stimuli/audio/lw1_0.wav,25.706,0.0599999999999996,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,6.0,205.0,Allison,1.0,,False
33,lw1,0.0,0.0,phoneme,2.26,stimuli/audio/lw1_0.wav,25.766,0.0700000000000002,2000-01-01 00:00:00+00:00,f_B,0.0,sentence,7.0,205.0,Allison,1.0,,False
34,lw1,0.0,0.0,word,2.26,stimuli/audio/lw1_0.wav,25.766,0.27,2000-01-01 00:00:00+00:00,,0.0,sentence,7.0,205.0,Allison,1.0,first,True
35,lw1,0.0,0.0,phoneme,2.33,stimuli/audio/lw1_0.wav,25.836,0.1200000000000001,2000-01-01 00:00:00+00:00,er_I,0.0,sentence,7.0,205.0,Allison,1.0,,False
36,lw1,0.0,0.0,phoneme,2.45,stimuli/audio/lw1_0.wav,25.956,0.0599999999999996,2000-01-01 00:00:00+00:00,s_I,0.0,sentence,7.0,205.0,Allison,1.0,,False
37,lw1,0.0,0.0,phoneme,2.51,stimuli/audio/lw1_0.wav,26.016,0.02,2000-01-01 00:00:00+00:00,t_E,0.0,sentence,7.0,205.0,Allison,1.0,,False
38,lw1,0.0,0.0,phoneme,2.54,stimuli/audio/lw1_0.wav,26.046,0.08,2000-01-01 00:00:00+00:00,t_B,0.0,sentence,8.0,205.0,Allison,1.0,,False
39,lw1,0.0,0.0,word,2.54,stimuli/audio/lw1_0.wav,26.046,0.31,2000-01-01 00:00:00+00:00,,0.0,sentence,8.0,205.0,Allison,1.0,tiny,True
40,lw1,0.0,0.0,phoneme,2.62,stimuli/audio/lw1_0.wav,26.126,0.1200000000000001,2000-01-01 00:00:00+00:00,ay_I,0.0,sentence,8.0,205.0,Allison,1.0,,False
41,lw1,0.0,0.0,phoneme,2.74,stimuli/audio/lw1_0.wav,26.246,0.0499999999999998,2000-01-01 00:00:00+00:00,n_I,0.0,sentence,8.0,205.0,Allison,1.0,,False
42,lw1,0.0,0.0,phoneme,2.79,stimuli/audio/lw1_0.wav,26.296,0.06,2000-01-01 00:00:00+00:00,iy_E,0.0,sentence,8.0,205.0,Allison,1.0,,False
43,lw1,0.0,0.0,phoneme,2.85,stimuli/audio/lw1_0.wav,26.356,0.0499999999999998,2000-01-01 00:00:00+00:00,g_B,0.0,sentence,9.0,205.0,Allison,1.0,,False
44,lw1,0.0,0.0,word,2.85,stimuli/audio/lw1_0.wav,26.356,0.2399999999999997,2000-01-01 00:00:00+00:00,,0.0,sentence,9.0,205.0,Allison,1.0,gleam,True
45,lw1,0.0,0.0,phoneme,2.9,stimuli/audio/lw1_0.wav,26.406,0.06,2000-01-01 00:00:00+00:00,l_I,0.0,sentence,9.0,205.0,Allison,1.0,,False
46,lw1,0.0,0.0,phoneme,2.96,stimuli/audio/lw1_0.wav,26.466,0.0699999999999998,2000-01-01 00:00:00+00:00,iy_I,0.0,sentence,9.0,205.0,Allison,1.0,,False
47,lw1,0.0,0.0,phoneme,3.03,stimuli/audio/lw1_0.wav,26.536,0.06,2000-01-01 00:00:00+00:00,m_E,0.0,sentence,9.0,205.0,Allison,1.0,,False
48,lw1,0.0,0.0,phoneme,3.1,stimuli/audio/lw1_0.wav,26.606,0.06,2000-01-01 00:00:00+00:00,f_B,0.0,sentence,10.0,205.0,Allison,1.0,,False
49,lw1,0.0,0.0,word,3.1,stimuli/audio/lw1_0.wav,26.606,0.1799999999999997,2000-01-01 00:00:00+00:00,,0.0,sentence,10.0,205.0,Allison,1.0,from,True
50,lw1,0.0,0.0,phoneme,3.16,stimuli/audio/lw1_0.wav,26.666,0.0499999999999998,2000-01-01 00:00:00+00:00,er_I,0.0,sentence,10.0,205.0,Allison,1.0,,False
51,lw1,0.0,0.0,phoneme,3.21,stimuli/audio/lw1_0.wav,26.716,0.0699999999999998,2000-01-01 00:00:00+00:00,m_E,0.0,sentence,10.0,205.0,Allison,1.0,,False
52,lw1,0.0,0.0,phoneme,3.28,stimuli/audio/lw1_0.wav,26.786,0.0300000000000002,2000-01-01 00:00:00+00:00,dh_B,0.0,sentence,11.0,205.0,Allison,1.0,,False
53,lw1,0.0,0.0,word,3.28,stimuli/audio/lw1_0.wav,26.786,0.0700000000000002,2000-01-01 00:00:00+00:00,,0.0,sentence,11.0,205.0,Allison,1.0,the,True
54,lw1,0.0,0.0,phoneme,3.31,stimuli/audio/lw1_0.wav,26.816,0.04,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,11.0,205.0,Allison,1.0,,False
55,lw1,0.0,0.0,phoneme,3.35,stimuli/audio/lw1_0.wav,26.856,0.06,2000-01-01 00:00:00+00:00,s_B,0.0,sentence,12.0,205.0,Allison,1.0,,False
56,lw1,0.0,0.0,word,3.35,stimuli/audio/lw1_0.wav,26.856,0.29,2000-01-01 00:00:00+00:00,,0.0,sentence,12.0,205.0,Allison,1.0,scout,True
57,lw1,0.0,0.0,phoneme,3.41,stimuli/audio/lw1_0.wav,26.916,0.0699999999999998,2000-01-01 00:00:00+00:00,k_I,0.0,sentence,12.0,205.0,Allison,1.0,,False
58,lw1,0.0,0.0,phoneme,3.48,stimuli/audio/lw1_0.wav,26.986,0.08,2000-01-01 00:00:00+00:00,aw_I,0.0,sentence,12.0,205.0,Allison,1.0,,False
59,lw1,0.0,0.0,phoneme,3.56,stimuli/audio/lw1_0.wav,27.066,0.08,2000-01-01 00:00:00+00:00,t_E,0.0,sentence,12.0,205.0,Allison,1.0,,False
60,lw1,0.0,0.0,phoneme,3.64,stimuli/audio/lw1_0.wav,27.146,0.08,2000-01-01 00:00:00+00:00,k_B,0.0,sentence,13.0,205.0,Allison,1.0,,False
61,lw1,0.0,0.0,word,3.64,stimuli/audio/lw1_0.wav,27.146,0.29,2000-01-01 00:00:00+00:00,,0.0,sentence,13.0,205.0,Allison,1.0,craft,True
62,lw1,0.0,0.0,phoneme,3.72,stimuli/audio/lw1_0.wav,27.226,0.0599999999999996,2000-01-01 00:00:00+00:00,r_I,0.0,sentence,13.0,205.0,Allison,1.0,,False
63,lw1,0.0,0.0,phoneme,3.78,stimuli/audio/lw1_0.wav,27.286,0.0700000000000002,2000-01-01 00:00:00+00:00,ae_I,0.0,sentence,13.0,205.0,Allison,1.0,,False
64,lw1,0.0,0.0,phoneme,3.85,stimuli/audio/lw1_0.wav,27.356,0.0699999999999998,2000-01-01 00:00:00+00:00,f_I,0.0,sentence,13.0,205.0,Allison,1.0,,False
65,lw1,0.0,0.0,phoneme,3.92,stimuli/audio/lw1_0.wav,27.426,0.0100000000000002,2000-01-01 00:00:00+00:00,t_E,0.0,sentence,13.0,205.0,Allison,1.0,,False
66,lw1,0.0,0.0,phoneme,3.94,stimuli/audio/lw1_0.wav,27.446,0.0699999999999998,2000-01-01 00:00:00+00:00,t_B,0.0,sentence,14.0,205.0,Allison,1.0,,False
67,lw1,0.0,0.0,word,3.94,stimuli/audio/lw1_0.wav,27.446,0.1499999999999999,2000-01-01 00:00:00+00:00,,0.0,sentence,14.0,205.0,Allison,1.0,to,True
68,lw1,0.0,0.0,phoneme,4.01,stimuli/audio/lw1_0.wav,27.516,0.08,2000-01-01 00:00:00+00:00,uw_E,0.0,sentence,14.0,205.0,Allison,1.0,,False
69,lw1,0.0,0.0,phoneme,4.09,stimuli/audio/lw1_0.wav,27.596,0.0700000000000002,2000-01-01 00:00:00+00:00,ah_B,0.0,sentence,15.0,205.0,Allison,1.0,,False
70,lw1,0.0,0.0,word,4.09,stimuli/audio/lw1_0.wav,27.596,0.2800000000000002,2000-01-01 00:00:00+00:00,,0.0,sentence,15.0,205.0,Allison,1.0,appear,True
71,lw1,0.0,0.0,phoneme,4.16,stimuli/audio/lw1_0.wav,27.666,0.0599999999999996,2000-01-01 00:00:00+00:00,p_I,0.0,sentence,15.0,205.0,Allison,1.0,,False
72,lw1,0.0,0.0,phoneme,4.22,stimuli/audio/lw1_0.wav,27.726,0.1000000000000005,2000-01-01 00:00:00+00:00,ih_I,0.0,sentence,15.0,205.0,Allison,1.0,,False
73,lw1,0.0,0.0,phoneme,4.32,stimuli/audio/lw1_0.wav,27.826,0.0499999999999998,2000-01-01 00:00:00+00:00,r_E,0.0,sentence,15.0,205.0,Allison,1.0,,False
74,lw1,0.0,0.0,phoneme,4.37,stimuli/audio/lw1_0.wav,27.876,0.0499999999999998,2000-01-01 00:00:00+00:00,ih_B,0.0,sentence,16.0,205.0,Allison,1.0,,False
75,lw1,0.0,0.0,word,4.37,stimuli/audio/lw1_0.wav,27.876,0.08,2000-01-01 00:00:00+00:00,,0.0,sentence,16.0,205.0,Allison,1.0,in,True
76,lw1,0.0,0.0,phoneme,4.42,stimuli/audio/lw1_0.wav,27.926,0.0300000000000002,2000-01-01 00:00:00+00:00,n_E,0.0,sentence,16.0,205.0,Allison,1.0,,False
77,lw1,0.0,0.0,phoneme,4.45,stimuli/audio/lw1_0.wav,27.956,0.0499999999999998,2000-01-01 00:00:00+00:00,dh_B,0.0,sentence,17.0,205.0,Allison,1.0,,False
78,lw1,0.0,0.0,word,4.45,stimuli/audio/lw1_0.wav,27.956,0.0899999999999998,2000-01-01 00:00:00+00:00,,0.0,sentence,17.0,205.0,Allison,1.0,the,True
79,lw1,0.0,0.0,phoneme,4.5,stimuli/audio/lw1_0.wav,28.006,0.04,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,17.0,205.0,Allison,1.0,,False
80,lw1,0.0,0.0,phoneme,4.54,stimuli/audio/lw1_0.wav,28.046,0.0700000000000002,2000-01-01 00:00:00+00:00,d_B,0.0,sentence,18.0,205.0,Allison,1.0,,False
81,lw1,0.0,0.0,word,4.54,stimuli/audio/lw1_0.wav,28.046,0.4199999999999999,2000-01-01 00:00:00+00:00,,0.0,sentence,18.0,205.0,Allison,1.0,darkness,True
82,lw1,0.0,0.0,phoneme,4.61,stimuli/audio/lw1_0.wav,28.116,0.0699999999999994,2000-01-01 00:00:00+00:00,aa_I,0.0,sentence,18.0,205.0,Allison,1.0,,False
83,lw1,0.0,0.0,phoneme,4.68,stimuli/audio/lw1_0.wav,28.186,0.0500000000000007,2000-01-01 00:00:00+00:00,r_I,0.0,sentence,18.0,205.0,Allison,1.0,,False
84,lw1,0.0,0.0,phoneme,4.73,stimuli/audio/lw1_0.wav,28.236,0.0699999999999994,2000-01-01 00:00:00+00:00,k_I,0.0,sentence,18.0,205.0,Allison,1.0,,False
85,lw1,0.0,0.0,phoneme,4.8,stimuli/audio/lw1_0.wav,28.306,0.0300000000000002,2000-01-01 00:00:00+00:00,n_I,0.0,sentence,18.0,205.0,Allison,1.0,,False
86,lw1,0.0,0.0,phoneme,4.83,stimuli/audio/lw1_0.wav,28.336,0.0700000000000002,2000-01-01 00:00:00+00:00,ah_I,0.0,sentence,18.0,205.0,Allison,1.0,,False
87,lw1,0.0,0.0,phoneme,4.9,stimuli/audio/lw1_0.wav,28.406,0.0599999999999996,2000-01-01 00:00:00+00:00,s_E,0.0,sentence,18.0,205.0,Allison,1.0,,False
88,lw1,0.0,0.0,phoneme,4.96,stimuli/audio/lw1_0.wav,28.466,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_B,0.0,sentence,19.0,205.0,Allison,1.0,,False
89,lw1,0.0,0.0,word,4.96,stimuli/audio/lw1_0.wav,28.466,0.1399999999999996,2000-01-01 00:00:00+00:00,,0.0,sentence,19.0,205.0,Allison,1.0,of,True
90,lw1,0.0,0.0,phoneme,5.01,stimuli/audio/lw1_0.wav,28.516,0.0899999999999998,2000-01-01 00:00:00+00:00,v_E,0.0,sentence,19.0,205.0,Allison,1.0,,False
91,lw1,0.0,0.0,phoneme,5.1,stimuli/audio/lw1_0.wav,28.606,0.0100000000000006,2000-01-01 00:00:00+00:00,dh_B,0.0,sentence,20.0,205.0,Allison,1.0,,False
92,lw1,0.0,0.0,word,5.1,stimuli/audio/lw1_0.wav,28.606,0.0900000000000007,2000-01-01 00:00:00+00:00,,0.0,sentence,20.0,205.0,Allison,1.0,the,True
93,lw1,0.0,0.0,phoneme,5.11,stimuli/audio/lw1_0.wav,28.616,0.08,2000-01-01 00:00:00+00:00,ah_E,0.0,sentence,20.0,205.0,Allison,1.0,,False
94,lw1,0.0,0.0,phoneme,6.25,stimuli/audio/lw1_0.wav,29.756,0.0899999999999998,2000-01-01 00:00:00+00:00,dh_B,1.0,sentence,0.0,205.0,Allison,1.0,,False
95,lw1,0.0,0.0,word,6.25,stimuli/audio/lw1_0.wav,29.756,0.1399999999999996,2000-01-01 00:00:00+00:00,,1.0,sentence,0.0,205.0,Allison,1.0,The,True
96,lw1,0.0,0.0,phoneme,6.34,stimuli/audio/lw1_0.wav,29.846,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_E,1.0,sentence,0.0,205.0,Allison,1.0,,False
97,lw1,0.0,0.0,phoneme,6.39,stimuli/audio/lw1_0.wav,29.896,0.1000000000000005,2000-01-01 00:00:00+00:00,jh_B,1.0,sentence,1.0,205.0,Allison,1.0,,False
98,lw1,0.0,0.0,word,6.39,stimuli/audio/lw1_0.wav,29.896,0.3900000000000005,2000-01-01 00:00:00+00:00,,1.0,sentence,1.0,205.0,Allison,1.0,gentle,True
99,lw1,0.0,0.0,phoneme,6.49,stimuli/audio/lw1_0.wav,29.996,0.0699999999999994,2000-01-01 00:00:00+00:00,eh_I,1.0,sentence,1.0,205.0,Allison,1.0,,False
100,lw1,0.0,0.0,phoneme,6.56,stimuli/audio/lw1_0.wav,30.066,0.0500000000000007,2000-01-01 00:00:00+00:00,n_I,1.0,sentence,1.0,205.0,Allison,1.0,,False
101,lw1,0.0,0.0,phoneme,6.61,stimuli/audio/lw1_0.wav,30.116,0.0699999999999994,2000-01-01 00:00:00+00:00,t_I,1.0,sentence,1.0,205.0,Allison,1.0,,False
102,lw1,0.0,0.0,phoneme,6.68,stimuli/audio/lw1_0.wav,30.186,0.0100000000000006,2000-01-01 00:00:00+00:00,ah_I,1.0,sentence,1.0,205.0,Allison,1.0,,False
103,lw1,0.0,0.0,phoneme,6.69,stimuli/audio/lw1_0.wav,30.196,0.0899999999999998,2000-01-01 00:00:00+00:00,l_E,1.0,sentence,1.0,205.0,Allison,1.0,,False
104,lw1,0.0,0.0,phoneme,6.78,stimuli/audio/lw1_0.wav,30.286,0.08,2000-01-01 00:00:00+00:00,k_B,1.0,sentence,2.0,205.0,Allison,1.0,,False
105,lw1,0.0,0.0,word,6.78,stimuli/audio/lw1_0.wav,30.286,0.4199999999999999,2000-01-01 00:00:00+00:00,,1.0,sentence,2.0,205.0,Allison,1.0,constant,True
106,lw1,0.0,0.0,phoneme,6.86,stimuli/audio/lw1_0.wav,30.366,0.08,2000-01-01 00:00:00+00:00,aa_I,1.0,sentence,2.0,205.0,Allison,1.0,,False
107,lw1,0.0,0.0,phoneme,6.94,stimuli/audio/lw1_0.wav,30.446,0.0599999999999996,2000-01-01 00:00:00+00:00,n_I,1.0,sentence,2.0,205.0,Allison,1.0,,False
108,lw1,0.0,0.0,phoneme,7.0,stimuli/audio/lw1_0.wav,30.506,0.0499999999999998,2000-01-01 00:00:00+00:00,s_I,1.0,sentence,2.0,205.0,Allison,1.0,,False
109,lw1,0.0,0.0,phoneme,7.05,stimuli/audio/lw1_0.wav,30.556,0.04,2000-01-01 00:00:00+00:00,t_I,1.0,sentence,2.0,205.0,Allison,1.0,,False
110,lw1,0.0,0.0,phoneme,7.09,stimuli/audio/lw1_0.wav,30.596,0.04,2000-01-01 00:00:00+00:00,ah_I,1.0,sentence,2.0,205.0,Allison,1.0,,False
111,lw1,0.0,0.0,phoneme,7.13,stimuli/audio/lw1_0.wav,30.636,0.0300000000000002,2000-01-01 00:00:00+00:00,n_I,1.0,sentence,2.0,205.0,Allison,1.0,,False
112,lw1,0.0,0.0,phoneme,7.16,stimuli/audio/lw1_0.wav,30.666,0.04,2000-01-01 00:00:00+00:00,t_E,1.0,sentence,2.0,205.0,Allison,1.0,,False
113,lw1,0.0,0.0,phoneme,7.2,stimuli/audio/lw1_0.wav,30.706,0.0199999999999995,2000-01-01 00:00:00+00:00,b_B,1.0,sentence,3.0,205.0,Allison,1.0,,False
114,lw1,0.0,0.0,word,7.2,stimuli/audio/lw1_0.wav,30.706,0.2099999999999999,2000-01-01 00:00:00+00:00,,1.0,sentence,3.0,205.0,Allison,1.0,breeze,True
115,lw1,0.0,0.0,phoneme,7.22,stimuli/audio/lw1_0.wav,30.726,0.0600000000000005,2000-01-01 00:00:00+00:00,r_I,1.0,sentence,3.0,205.0,Allison,1.0,,False
116,lw1,0.0,0.0,phoneme,7.28,stimuli/audio/lw1_0.wav,30.786,0.0599999999999996,2000-01-01 00:00:00+00:00,iy_I,1.0,sentence,3.0,205.0,Allison,1.0,,False
117,lw1,0.0,0.0,phoneme,7.34,stimuli/audio/lw1_0.wav,30.846,0.0700000000000002,2000-01-01 00:00:00+00:00,z_E,1.0,sentence,3.0,205.0,Allison,1.0,,False
118,lw1,0.0,0.0,phoneme,7.41,stimuli/audio/lw1_0.wav,30.916,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_B,1.0,sentence,4.0,205.0,Allison,1.0,,False
119,lw1,0.0,0.0,word,7.41,stimuli/audio/lw1_0.wav,30.916,0.1200000000000001,2000-01-01 00:00:00+00:00,,1.0,sentence,4.0,205.0,Allison,1.0,of,True
120,lw1,0.0,0.0,phoneme,7.46,stimuli/audio/lw1_0.wav,30.966,0.0700000000000002,2000-01-01 00:00:00+00:00,v_E,1.0,sentence,4.0,205.0,Allison,1.0,,False
121,lw1,0.0,0.0,phoneme,7.53,stimuli/audio/lw1_0.wav,31.036,0.04,2000-01-01 00:00:00+00:00,r_B,1.0,sentence,5.0,205.0,Allison,1.0,,False
122,lw1,0.0,0.0,word,7.53,stimuli/audio/lw1_0.wav,31.036,0.4100000000000001,2000-01-01 00:00:00+00:00,,1.0,sentence,5.0,205.0,Allison,1.0,recycled,True
123,lw1,0.0,0.0,phoneme,7.57,stimuli/audio/lw1_0.wav,31.076,0.0699999999999994,2000-01-01 00:00:00+00:00,iy_I,1.0,sentence,5.0,205.0,Allison,1.0,,False
124,lw1,0.0,0.0,phoneme,7.64,stimuli/audio/lw1_0.wav,31.146,0.08,2000-01-01 00:00:00+00:00,s_I,1.0,sentence,5.0,205.0,Allison,1.0,,False
125,lw1,0.0,0.0,phoneme,7.72,stimuli/audio/lw1_0.wav,31.226,0.08,2000-01-01 00:00:00+00:00,ay_I,1.0,sentence,5.0,205.0,Allison,1.0,,False
126,lw1,0.0,0.0,phoneme,7.8,stimuli/audio/lw1_0.wav,31.306,0.0300000000000002,2000-01-01 00:00:00+00:00,k_I,1.0,sentence,5.0,205.0,Allison,1.0,,False
127,lw1,0.0,0.0,phoneme,7.83,stimuli/audio/lw1_0.wav,31.336,0.0499999999999998,2000-01-01 00:00:00+00:00,ah_I,1.0,sentence,5.0,205.0,Allison,1.0,,False
128,lw1,0.0,0.0,phoneme,7.88,stimuli/audio/lw1_0.wav,31.386,0.0300000000000002,2000-01-01 00:00:00+00:00,l_I,1.0,sentence,5.0,205.0,Allison,1.0,,False
129,lw1,0.0,0.0,phoneme,7.91,stimuli/audio/lw1_0.wav,31.416,0.0300000000000002,2000-01-01 00:00:00+00:00,d_E,1.0,sentence,5.0,205.0,Allison,1.0,,False
130,lw1,0.0,0.0,phoneme,7.97,stimuli/audio/lw1_0.wav,31.476,0.0699999999999994,2000-01-01 00:00:00+00:00,eh_B,1.0,sentence,6.0,205.0,Allison,1.0,,False
131,lw1,0.0,0.0,word,7.97,stimuli/audio/lw1_0.wav,31.476,0.160000000000001,2000-01-01 00:00:00+00:00,,1.0,sentence,6.0,205.0,Allison,1.0,air,True
132,lw1,0.0,0.0,phoneme,8.04,stimuli/audio/lw1_0.wav,31.546,0.0900000000000016,2000-01-01 00:00:00+00:00,r_E,1.0,sentence,6.0,205.0,Allison,1.0,,False
133,lw1,0.0,0.0,phoneme,8.13,stimuli/audio/lw1_0.wav,31.636,0.0299999999999993,2000-01-01 00:00:00+00:00,f_B,1.0,sentence,7.0,205.0,Allison,1.0,,False
134,lw1,0.0,0.0,word,8.13,stimuli/audio/lw1_0.wav,31.636,0.1599999999999983,2000-01-01 00:00:00+00:00,,1.0,sentence,7.0,205.0,Allison,1.0,from,True
135,lw1,0.0,0.0,phoneme,8.16,stimuli/audio/lw1_0.wav,31.666,0.0600000000000005,2000-01-01 00:00:00+00:00,er_I,1.0,sentence,7.0,205.0,Allison,1.0,,False
136,lw1,0.0,0.0,phoneme,8.22,stimuli/audio/lw1_0.wav,31.726,0.0699999999999985,2000-01-01 00:00:00+00:00,m_E,1.0,sentence,7.0,205.0,Allison,1.0,,False
137,lw1,0.0,0.0,phoneme,8.29,stimuli/audio/lw1_0.wav,31.796,0.0500000000000007,2000-01-01 00:00:00+00:00,dh_B,1.0,sentence,8.0,205.0,Allison,1.0,,False
138,lw1,0.0,0.0,word,8.29,stimuli/audio/lw1_0.wav,31.796,0.0900000000000016,2000-01-01 00:00:00+00:00,,1.0,sentence,8.0,205.0,Allison,1.0,the,True
139,lw1,0.0,0.0,phoneme,8.34,stimuli/audio/lw1_0.wav,31.846,0.0400000000000009,2000-01-01 00:00:00+00:00,ah_E,1.0,sentence,8.0,205.0,Allison,1.0,,False
